"","show","period","date","value"
"5845","Mamma Mia!","week",2004-08-23,803299
"5846","Mamma Mia!","week",2004-08-30,766824
"5847","Mamma Mia!","week",2004-09-06,833509
"5848","Mamma Mia!","week",2004-09-13,891564
"5849","Mamma Mia!","week",2004-09-20,912227
"5850","Mamma Mia!","week",2004-09-27,898667
"5851","Mamma Mia!","week",2004-10-04,970190
"5852","Mamma Mia!","week",2004-10-11,949462
"5853","Mamma Mia!","week",2004-10-18,928127
"5854","Mamma Mia!","week",2004-10-25,873301
"5855","Mamma Mia!","week",2004-11-01,916862
"5856","Mamma Mia!","week",2004-11-08,951628
"5857","Mamma Mia!","week",2004-11-15,953303
"5858","Mamma Mia!","week",2004-11-22,1055173
"5859","Mamma Mia!","week",2004-11-29,992858
"5860","Mamma Mia!","week",2004-12-06,1016058
"5861","Mamma Mia!","week",2004-12-13,995083
"5862","Mamma Mia!","week",2004-12-20,978890
"5863","Mamma Mia!","week",2004-12-27,1130027
"5864","Mamma Mia!","week",2005-01-03,922791
"5865","Mamma Mia!","week",2005-01-10,899393
"5866","Mamma Mia!","week",2005-01-17,830708
"5867","Mamma Mia!","week",2005-01-24,830610
"5868","Mamma Mia!","week",2005-01-31,805213
"5869","Mamma Mia!","week",2005-02-07,871808
"5870","Mamma Mia!","week",2005-02-14,945892
"5871","Mamma Mia!","week",2005-02-21,950027
"5872","Mamma Mia!","week",2005-02-28,853148
"5873","Mamma Mia!","week",2005-03-07,900185
"5874","Mamma Mia!","week",2005-03-14,945337
"5875","Mamma Mia!","week",2005-03-21,998402
"5876","Mamma Mia!","week",2005-03-28,932201
"5877","Mamma Mia!","week",2005-04-04,911016
"5878","Mamma Mia!","week",2005-04-11,950250
"5879","Mamma Mia!","week",2005-04-18,976051
"5880","Mamma Mia!","week",2005-04-25,955629
"5881","Mamma Mia!","week",2005-05-02,975831
"5882","Mamma Mia!","week",2005-05-09,947628
"5883","Mamma Mia!","week",2005-05-16,970398
"5884","Mamma Mia!","week",2005-05-23,972995
"5885","Mamma Mia!","week",2005-05-30,945513
"5886","Mamma Mia!","week",2005-06-06,971130
"5887","Mamma Mia!","week",2005-06-13,945982
"5888","Mamma Mia!","week",2005-06-20,981873
"5889","Mamma Mia!","week",2005-06-27,942813
"5890","Mamma Mia!","week",2005-07-04,960965
"5891","Mamma Mia!","week",2005-07-11,964664
"5892","Mamma Mia!","week",2005-07-18,973281
"5893","Mamma Mia!","week",2005-07-25,968964
"5894","Mamma Mia!","week",2005-08-01,978026
"5895","Mamma Mia!","week",2005-08-08,969301
"5896","Mamma Mia!","week",2005-08-15,966177
"5897","Mamma Mia!","week",2005-08-22,901114
"5898","Mamma Mia!","week",2005-08-29,909272
"5899","Mamma Mia!","week",2005-09-05,826994
"5900","Mamma Mia!","week",2005-09-12,904581
"5901","Mamma Mia!","week",2005-09-19,913350
"5902","Mamma Mia!","week",2005-09-26,905685
"5903","Mamma Mia!","week",2005-10-03,947773
"5904","Mamma Mia!","week",2005-10-10,981568
"5905","Mamma Mia!","week",2005-10-17,999021
"5906","Mamma Mia!","week",2005-10-24,966088
"5907","Mamma Mia!","week",2005-10-31,949003
"5908","Mamma Mia!","week",2005-11-07,981278
"5909","Mamma Mia!","week",2005-11-14,996707
"5910","Mamma Mia!","week",2005-11-21,1082935
"5911","Mamma Mia!","week",2005-11-28,1006364
"5912","Mamma Mia!","week",2005-12-05,1065577
"5913","Mamma Mia!","week",2005-12-12,1011549
"5914","Mamma Mia!","week",2005-12-19,768339
"5915","Mamma Mia!","week",2005-12-26,1381822
"5916","Mamma Mia!","week",2006-01-02,967705
"5917","Mamma Mia!","week",2006-01-09,930327
"5918","Mamma Mia!","week",2006-01-16,839847
"5919","Mamma Mia!","week",2006-01-23,871807
"5920","Mamma Mia!","week",2006-01-30,802110
"5921","Mamma Mia!","week",2006-02-06,844797
"5922","Mamma Mia!","week",2006-02-13,969249
"5923","Mamma Mia!","week",2006-02-20,955335
"5924","Mamma Mia!","week",2006-02-27,837811
"5925","Mamma Mia!","week",2006-03-06,916631
"5926","Mamma Mia!","week",2006-03-13,969909
"5927","Mamma Mia!","week",2006-03-20,979724
"5928","Mamma Mia!","week",2006-03-27,945114
"5929","Mamma Mia!","week",2006-04-03,963623
"5930","Mamma Mia!","week",2006-04-10,1061685
"5931","Mamma Mia!","week",2006-04-17,1014163
"5932","Mamma Mia!","week",2006-04-24,984266
"5933","Mamma Mia!","week",2006-05-01,953527
"5934","Mamma Mia!","week",2006-05-08,964718
"5935","Mamma Mia!","week",2006-05-15,1004000
"5936","Mamma Mia!","week",2006-05-22,988613
"5937","Mamma Mia!","week",2006-05-29,950285
"5938","Mamma Mia!","week",2006-06-05,995984
"5939","Mamma Mia!","week",2006-06-12,952224
"5940","Mamma Mia!","week",2006-06-19,993070
"5941","Mamma Mia!","week",2006-06-26,960107
"5942","Mamma Mia!","week",2006-07-03,933076
"5943","Mamma Mia!","week",2006-07-10,955672
"5944","Mamma Mia!","week",2006-07-17,962194
"5945","Mamma Mia!","week",2006-07-24,967170
"5946","Mamma Mia!","week",2006-07-31,950457
"5947","Mamma Mia!","week",2006-08-07,962190
"5948","Mamma Mia!","week",2006-08-14,956867
"5949","Mamma Mia!","week",2006-08-21,915356
"5950","Mamma Mia!","week",2006-08-28,945910
"5951","Mamma Mia!","week",2006-09-04,841592
"5952","Mamma Mia!","week",2006-09-11,879435
"5953","Mamma Mia!","week",2006-09-18,893944
"5954","Mamma Mia!","week",2006-09-25,908871
"5955","Mamma Mia!","week",2006-10-02,923505
"5956","Mamma Mia!","week",2006-10-09,953498
"5957","Mamma Mia!","week",2006-10-16,921822
"5958","Mamma Mia!","week",2006-10-23,920119
"5959","Mamma Mia!","week",2006-10-30,920277
"5960","Mamma Mia!","week",2006-11-06,942726
"5961","Mamma Mia!","week",2006-11-13,924408
"5962","Mamma Mia!","week",2006-11-20,1055398
"5963","Mamma Mia!","week",2006-11-27,992845
"5964","Mamma Mia!","week",2006-12-04,1031276
"5965","Mamma Mia!","week",2006-12-11,952961
"5966","Mamma Mia!","week",2006-12-18,854480
"5967","Mamma Mia!","week",2006-12-25,1478292
"5968","Mamma Mia!","week",2007-01-01,895165
"5969","Mamma Mia!","week",2007-01-08,854716
"5970","Mamma Mia!","week",2007-01-15,733314
"5971","Mamma Mia!","week",2007-01-22,757226
"5972","Mamma Mia!","week",2007-01-29,675734
"5973","Mamma Mia!","week",2007-02-05,716971
"5974","Mamma Mia!","week",2007-02-12,895045
"5975","Mamma Mia!","week",2007-02-19,892251
"5976","Mamma Mia!","week",2007-02-26,777664
"5977","Mamma Mia!","week",2007-03-05,850051
"5978","Mamma Mia!","week",2007-03-12,867128
"5979","Mamma Mia!","week",2007-03-19,872165
"5980","Mamma Mia!","week",2007-03-26,907245
"5981","Mamma Mia!","week",2007-04-02,1051224
"5982","Mamma Mia!","week",2007-04-09,962522
"5983","Mamma Mia!","week",2007-04-16,900289
"5984","Mamma Mia!","week",2007-04-23,918176
"5985","Mamma Mia!","week",2007-04-30,905234
"5986","Mamma Mia!","week",2007-05-07,924425
"5987","Mamma Mia!","week",2007-05-14,950901
"5988","Mamma Mia!","week",2007-05-21,926951
"5989","Mamma Mia!","week",2007-05-28,848429
"5990","Mamma Mia!","week",2007-06-04,913368
"5991","Mamma Mia!","week",2007-06-11,870297
"5992","Mamma Mia!","week",2007-06-18,904319
"5993","Mamma Mia!","week",2007-06-25,883218
"5994","Mamma Mia!","week",2007-07-02,877711
"5995","Mamma Mia!","week",2007-07-09,940187
"5996","Mamma Mia!","week",2007-07-16,935608
"5997","Mamma Mia!","week",2007-07-23,935954
"5998","Mamma Mia!","week",2007-07-30,947504
"5999","Mamma Mia!","week",2007-08-06,944430
"6000","Mamma Mia!","week",2007-08-13,927396
"6001","Mamma Mia!","week",2007-08-20,892772
"6002","Mamma Mia!","week",2007-08-27,917454
"6003","Mamma Mia!","week",2007-09-03,765506
"6004","Mamma Mia!","week",2007-09-10,832533
"6005","Mamma Mia!","week",2007-09-17,886228
"6006","Mamma Mia!","week",2007-09-24,887135
"6007","Mamma Mia!","week",2007-10-01,954077
"6008","Mamma Mia!","week",2007-10-08,971415
"6009","Mamma Mia!","week",2007-10-15,954385
"6010","Mamma Mia!","week",2007-10-22,951206
"6011","Mamma Mia!","week",2007-10-29,880667
"6012","Mamma Mia!","week",2007-11-05,413926
"6013","Mamma Mia!","week",2007-11-12,0
"6014","Mamma Mia!","week",2007-11-19,0
"6015","Mamma Mia!","week",2007-11-26,726789
"6016","Mamma Mia!","week",2007-12-03,906485
"6017","Mamma Mia!","week",2007-12-10,783366
"6018","Mamma Mia!","week",2007-12-17,844834
"6019","Mamma Mia!","week",2007-12-24,1422454
"6020","Mamma Mia!","week",2007-12-31,816353
"6021","Mamma Mia!","week",2008-01-07,704242
"6022","Mamma Mia!","week",2008-01-14,765173
"6023","Mamma Mia!","week",2008-01-21,643752
"6024","Mamma Mia!","week",2008-01-28,600571
"6025","Mamma Mia!","week",2008-02-04,686709
"6026","Mamma Mia!","week",2008-02-11,857250
"6027","Mamma Mia!","week",2008-02-18,759707
"6028","Mamma Mia!","week",2008-02-25,627264
"6029","Mamma Mia!","week",2008-03-03,693401
"6030","Mamma Mia!","week",2008-03-10,798906
"6031","Mamma Mia!","week",2008-03-17,1001740
"6032","Mamma Mia!","week",2008-03-24,926474
"6033","Mamma Mia!","week",2008-03-31,834761
"6034","Mamma Mia!","week",2008-04-07,875430
"6035","Mamma Mia!","week",2008-04-14,913023
"6036","Mamma Mia!","week",2008-04-21,956420
"6037","Mamma Mia!","week",2008-04-28,962416
"6038","Mamma Mia!","week",2008-05-05,908311
"6039","Mamma Mia!","week",2008-05-12,966801
"6040","Mamma Mia!","week",2008-05-19,948668
"6041","Mamma Mia!","week",2008-05-26,836018
"6042","Mamma Mia!","week",2008-06-02,882657
"6043","Mamma Mia!","week",2008-06-09,856963
"6044","Mamma Mia!","week",2008-06-16,941994
"6045","Mamma Mia!","week",2008-06-23,935402
"6046","Mamma Mia!","week",2008-06-30,909558
"6047","Mamma Mia!","week",2008-07-07,982823
"6048","Mamma Mia!","week",2008-07-14,1007600
"6049","Mamma Mia!","week",2008-07-21,1022164
"6050","Mamma Mia!","week",2008-07-28,1038790
"6051","Mamma Mia!","week",2008-08-04,1071486
"6052","Mamma Mia!","week",2008-08-11,1042471
"6053","Mamma Mia!","week",2008-08-18,1030679
"6054","Mamma Mia!","week",2008-08-25,1057007
"6055","Mamma Mia!","week",2008-09-01,926839
"6056","Mamma Mia!","week",2008-09-08,958642
"6057","Mamma Mia!","week",2008-09-15,986369
"6058","Mamma Mia!","week",2008-09-22,976467
"6059","Mamma Mia!","week",2008-09-29,997450
"6060","Mamma Mia!","week",2008-10-06,1060357
"6061","Mamma Mia!","week",2008-10-13,1053099
"6062","Mamma Mia!","week",2008-10-20,982407
"6063","Mamma Mia!","week",2008-10-27,955671
"6064","Mamma Mia!","week",2008-11-03,916788
"6065","Mamma Mia!","week",2008-11-10,861145
"6066","Mamma Mia!","week",2008-11-17,893907
"6067","Mamma Mia!","week",2008-11-24,1052440
"6068","Mamma Mia!","week",2008-12-01,1024773
"6069","Mamma Mia!","week",2008-12-08,937171
"6070","Mamma Mia!","week",2008-12-15,884603
"6071","Mamma Mia!","week",2008-12-22,1249381
"6072","Mamma Mia!","week",2008-12-29,1261939
"6073","Mamma Mia!","week",2009-01-05,853192
"6074","Mamma Mia!","week",2009-01-12,805395
"6075","Mamma Mia!","week",2009-01-19,682236
"6076","Mamma Mia!","week",2009-01-26,601239
"6077","Mamma Mia!","week",2009-02-02,718523
"6078","Mamma Mia!","week",2009-02-09,883212
"6079","Mamma Mia!","week",2009-02-16,895160
"6080","Mamma Mia!","week",2009-02-23,754745
"6081","Mamma Mia!","week",2009-03-02,716774
"6082","Mamma Mia!","week",2009-03-09,814152
"6083","Mamma Mia!","week",2009-03-16,882929
"6084","Mamma Mia!","week",2009-03-23,869665
"6085","Mamma Mia!","week",2009-03-30,848021
"6086","Mamma Mia!","week",2009-04-06,1021653
"6087","Mamma Mia!","week",2009-04-13,1005981
"6088","Mamma Mia!","week",2009-04-20,875597
"6089","Mamma Mia!","week",2009-04-27,901230
"6090","Mamma Mia!","week",2009-05-04,830636
"6091","Mamma Mia!","week",2009-05-11,869495
"6092","Mamma Mia!","week",2009-05-18,894070
"6093","Mamma Mia!","week",2009-05-25,848808
"6094","Mamma Mia!","week",2009-06-01,845592
"6095","Mamma Mia!","week",2009-06-08,962048
"6096","Mamma Mia!","week",2009-06-15,964786
"6097","Mamma Mia!","week",2009-06-22,988427
"6098","Mamma Mia!","week",2009-06-29,953712
"6099","Mamma Mia!","week",2009-07-06,994321
"6100","Mamma Mia!","week",2009-07-13,1017703
"6101","Mamma Mia!","week",2009-07-20,1076030
"6102","Mamma Mia!","week",2009-07-27,1079916
"6103","Mamma Mia!","week",2009-08-03,1100641
"6104","Mamma Mia!","week",2009-08-10,1085725
"6105","Mamma Mia!","week",2009-08-17,1019887
"6106","Mamma Mia!","week",2009-08-24,992079
"6107","Mamma Mia!","week",2009-08-31,967078
"6108","Mamma Mia!","week",2009-09-07,920797
"6109","Mamma Mia!","week",2009-09-14,958245
"6110","Mamma Mia!","week",2009-09-21,950422
"6111","Mamma Mia!","week",2009-09-28,914114
"6112","Mamma Mia!","week",2009-10-05,1057283
"6113","Mamma Mia!","week",2009-10-12,1049340
"6114","Mamma Mia!","week",2009-10-19,980401
"6115","Mamma Mia!","week",2009-10-26,922676
"6116","Mamma Mia!","week",2009-11-02,965548
"6117","Mamma Mia!","week",2009-11-09,811600
"6118","Mamma Mia!","week",2009-11-16,743680
"6119","Mamma Mia!","week",2009-11-23,972818
"6120","Mamma Mia!","week",2009-11-30,950139
"6121","Mamma Mia!","week",2009-12-07,902406
"6122","Mamma Mia!","week",2009-12-14,765079
"6123","Mamma Mia!","week",2009-12-21,1137628
"6124","Mamma Mia!","week",2009-12-28,1315354
"6125","Mamma Mia!","week",2010-01-04,814674
"6126","Mamma Mia!","week",2010-01-11,746046
"6127","Mamma Mia!","week",2010-01-18,591889
"6128","Mamma Mia!","week",2010-01-25,573759
"6129","Mamma Mia!","week",2010-02-01,553179
"6130","Mamma Mia!","week",2010-02-08,771095
"6131","Mamma Mia!","week",2010-02-15,855846
"6132","Mamma Mia!","week",2010-02-22,600043
"6133","Mamma Mia!","week",2010-03-01,661456
"6134","Mamma Mia!","week",2010-03-08,718613
"6135","Mamma Mia!","week",2010-03-15,830279
"6136","Mamma Mia!","week",2010-03-22,865702
"6137","Mamma Mia!","week",2010-03-29,1066795
"6138","Mamma Mia!","week",2010-04-05,973906
"6139","Mamma Mia!","week",2010-04-12,853873
"6140","Mamma Mia!","week",2010-04-19,827589
"6141","Mamma Mia!","week",2010-04-26,775311
"6142","Mamma Mia!","week",2010-05-03,780950
"6143","Mamma Mia!","week",2010-05-10,836492
"6144","Mamma Mia!","week",2010-05-17,913498
"6145","Mamma Mia!","week",2010-05-24,829089
"6146","Mamma Mia!","week",2010-05-31,755992
"6147","Mamma Mia!","week",2010-06-07,798510
"6148","Mamma Mia!","week",2010-06-14,772589
"6149","Mamma Mia!","week",2010-06-21,844768
"6150","Mamma Mia!","week",2010-06-28,813658
"6151","Mamma Mia!","week",2010-07-05,851495
"6152","Mamma Mia!","week",2010-07-12,915829
"6153","Mamma Mia!","week",2010-07-19,967944
"6154","Mamma Mia!","week",2010-07-26,963375
"6155","Mamma Mia!","week",2010-08-02,978701
"6156","Mamma Mia!","week",2010-08-09,923650
"6157","Mamma Mia!","week",2010-08-16,886815
"6158","Mamma Mia!","week",2010-08-23,830277
"6159","Mamma Mia!","week",2010-08-30,818526
"6160","Mamma Mia!","week",2010-09-06,775403
"6161","Mamma Mia!","week",2010-09-13,798971
"6162","Mamma Mia!","week",2010-09-20,821598
"6163","Mamma Mia!","week",2010-09-27,840632
"6164","Mamma Mia!","week",2010-10-04,949532
"6165","Mamma Mia!","week",2010-10-11,988857
"6166","Mamma Mia!","week",2010-10-18,889970
"6167","Mamma Mia!","week",2010-10-25,784309
"6168","Mamma Mia!","week",2010-11-01,794941
"6169","Mamma Mia!","week",2010-11-08,836660
"6170","Mamma Mia!","week",2010-11-15,706711
"6171","Mamma Mia!","week",2010-11-22,838078
"6172","Mamma Mia!","week",2010-11-29,777759
"6173","Mamma Mia!","week",2010-12-06,817276
"6174","Mamma Mia!","week",2010-12-13,713888
"6175","Mamma Mia!","week",2010-12-20,866804
"6176","Mamma Mia!","week",2010-12-27,1353837
"6177","Mamma Mia!","week",2011-01-03,802972
"6178","Mamma Mia!","week",2011-01-10,695507
"6179","Mamma Mia!","week",2011-01-17,527026
"6180","Mamma Mia!","week",2011-01-24,508770
